TimeUS,Alt,Airspeed,GroundSpeed,Roll,Pitch,ThrOut,Volt,Curr,SolarW,TurbineW,MastMM,Temp
5222500000,634.453,10.305,13.720,-3.937,3.991,0.004,12.395,-1.688,29.955,0.000,0.000,11.137
5223000000,634.058,10.378,12.869,-7.466,2.913,0.000,12.407,-1.650,28.194,0.000,0.000,10.542
5223500000,633.439,10.603,12.970,4.686,1.210,0.000,12.356,-1.658,27.826,0.000,0.000,10.890
5224000000,633.318,10.179,12.307,1.554,3.059,0.000,12.401,-1.563,28.232,0.000,0.000,10.938
5224500000,632.826,10.334,12.990,-5.583,3.234,0.000,12.433,-1.855,30.810,0.000,0.000,10.902
5225000000,631.246,10.564,12.415,3.399,2.066,0.000,12.412,-1.509,26.814,0.000,0.000,10.967
5225500000,631.777,10.074,13.694,2.771,0.460,0.005,12.395,-1.683,27.849,0.000,0.000,10.462
5226000000,631.459,10.137,12.619,5.740,2.297,0.006,12.406,-1.673,28.515,0.000,0.000,11.171
5226500000,631.235,10.414,12.978,7.998,2.280,0.004,12.419,-2.003,31.734,0.000,0.000,11.810
5227000000,629.918,10.195,12.530,2.198,4.073,0.006,12.435,-1.665,29.083,0.000,0.000,10.824
5227500000,629.929,9.960,12.213,-1.974,4.235,0.010,12.376,-1.507,27.506,0.000,0.000,10.923
5228000000,629.550,10.260,12.970,-2.625,3.350,0.012,12.374,-1.690,28.429,0.000,0.000,10.054
5228500000,628.817,10.388,12.591,-1.509,2.796,0.005,12.433,-1.755,29.794,0.000,0.000,10.581
5229000000,627.759,10.386,12.612,-3.966,0.845,0.013,12.420,-1.602,27.466,0.000,0.000,10.921
5229500000,628.420,9.953,12.949,3.243,3.956,0.004,12.431,-1.817,30.936,0.000,0.000,11.408
5230000000,628.340,10.464,12.608,-2.340,2.235,0.000,12.371,-1.770,28.904,0.000,0.000,11.104
5230500000,627.400,10.372,12.901,3.570,2.891,0.011,12.405,-1.556,27.521,0.000,0.000,10.834
5231000000,627.670,10.378,13.278,0.341,1.622,0.003,12.429,-1.708,29.673,0.000,0.000,10.998
5231500000,626.484,10.185,12.875,13.270,4.142,0.000,12.421,-1.882,31.220,0.000,0.000,10.467
5232000000,626.121,10.402,12.947,-5.986,3.538,0.000,12.415,-1.873,31.227,0.000,0.000,11.064
5232500000,625.828,10.494,12.941,-1.339,3.322,0.000,12.399,-1.720,28.742,0.000,0.000,10.750
5233000000,624.508,10.722,12.498,-7.322,-0.104,0.002,12.404,-1.913,31.729,0.000,0.000,11.399
5233500000,624.610,10.529,12.449,0.396,2.808,0.002,12.399,-1.841,30.170,0.000,0.000,10.940
5234000000,624.639,10.823,12.765,-4.548,1.578,0.000,12.375,-1.840,30.659,0.000,0.000,10.421
5234500000,623.467,10.646,13.382,4.241,-1.094,0.016,12.444,-1.651,29.381,0.000,0.000,10.685
5235000000,624.039,10.480,12.303,-5.512,2.413,0.000,12.412,-1.589,27.068,0.000,0.000,11.055
5235500000,622.883,11.000,13.378,12.889,3.770,0.006,12.419,-1.651,28.929,0.000,0.000,11.155
5236000000,622.163,10.751,11.944,-3.312,3.867,0.003,12.388,-1.843,29.399,0.000,0.000,10.672
5236500000,622.774,10.616,12.134,7.004,1.924,0.002,12.397,-1.659,29.119,0.000,0.000,11.001
5237000000,621.604,10.773,13.429,-2.271,1.926,0.004,12.408,-1.625,28.602,0.000,0.000,11.077
5237500000,621.317,10.775,12.932,-9.208,0.876,0.004,12.407,-1.979,30.902,0.000,0.000,10.401
5238000000,620.985,10.582,12.764,-4.528,3.444,0.000,12.385,-1.680,28.582,0.000,0.000,11.170
5238500000,620.600,10.642,13.345,-2.075,2.894,0.000,12.438,-1.640,28.174,0.000,0.000,11.285
5239000000,620.274,10.518,12.395,9.127,2.410,0.012,12.401,-1.651,28.054,0.000,0.000,11.176
5239500000,619.178,10.851,12.401,2.838,-0.015,0.020,12.367,-1.678,29.122,0.000,0.000,11.238
5240000000,619.368,10.472,12.619,3.455,2.719,0.000,12.390,-1.780,29.405,0.000,0.000,10.505
5240500000,619.197,10.510,13.000,-8.567,-0.394,0.004,12.396,-1.832,30.587,0.000,0.000,10.674
5241000000,618.366,10.936,12.383,-3.750,0.260,0.000,12.432,-1.539,27.195,0.000,0.000,10.596
5241500000,617.970,10.460,12.917,6.807,2.981,0.000,12.394,-1.831,31.150,0.000,0.000,10.325
5242000000,617.759,10.318,12.728,12.928,3.922,0.000,12.438,-1.932,31.733,0.000,0.000,11.053
5242500000,616.302,10.584,12.442,2.296,1.080,0.001,12.397,-1.821,30.001,0.000,0.000,11.086
5243000000,616.871,10.511,12.573,3.676,3.013,0.005,12.380,-1.550,28.013,0.000,0.000,10.966
5243500000,616.482,10.705,13.079,-7.195,-0.344,0.007,12.380,-1.717,28.980,0.000,0.000,10.989
5244000000,616.175,10.417,13.042,4.356,2.828,0.021,12.396,-1.876,30.308,0.000,0.000,11.818
5244500000,615.794,10.276,12.627,6.190,2.665,0.000,12.436,-1.692,29.735,0.000,0.000,10.291
5245000000,615.714,10.414,13.303,-3.255,1.326,0.000,12.383,-1.570,27.552,0.000,0.000,11.183
5245500000,614.852,10.214,12.622,-1.374,1.963,0.009,12.410,-1.730,29.858,0.000,0.000,11.195
5246000000,613.716,10.565,11.663,-2.078,0.585,0.018,12.395,-1.820,30.279,0.000,0.000,11.065
5246500000,613.592,10.391,12.729,12.418,4.349,0.013,12.396,-1.870,30.397,0.000,0.000,10.903
5247000000,613.297,10.147,12.039,15.461,1.406,0.014,12.388,-1.732,29.046,0.000,0.000,10.835
5247500000,613.099,10.656,12.179,0.833,5.342,0.000,12.397,-1.834,30.049,0.000,0.000,10.737
5248000000,613.610,10.721,12.467,-2.296,2.820,0.000,12.400,-1.611,28.734,0.000,0.000,10.983
5248500000,612.816,10.181,13.088,-14.816,1.295,0.014,12.398,-1.699,29.235,0.000,0.000,10.790
5249000000,612.469,10.485,12.475,1.680,4.441,0.000,12.397,-1.863,30.015,0.000,0.000,10.801
5249500000,612.263,10.338,11.472,2.984,2.665,0.001,12.368,-1.904,30.401,0.000,0.000,11.267
5250000000,611.787,10.655,12.833,-7.748,3.147,0.000,12.391,-1.695,28.705,0.000,0.000,10.268
5250500000,611.055,10.368,12.562,-2.642,-0.125,0.023,12.394,-1.607,29.379,0.000,0.000,11.183
5251000000,611.572,10.625,12.923,-7.723,-0.637,0.006,12.431,-1.527,27.808,0.000,0.000,11.310
5251500000,610.628,10.105,12.301,3.653,-0.464,0.009,12.368,-1.815,30.206,0.000,0.000,11.227
5252000000,610.015,10.219,11.952,9.398,2.537,0.000,12.411,-1.682,28.968,0.000,0.000,10.843
5252500000,609.758,10.471,12.998,4.378,3.081,0.015,12.400,-1.730,28.689,0.000,0.000,11.162
5253000000,610.038,10.676,12.462,7.190,1.806,0.017,12.395,-1.817,29.418,0.000,0.000,11.003
5253500000,609.676,10.042,12.499,-3.318,1.140,0.004,12.396,-1.606,27.811,0.000,0.000,10.705
5254000000,608.653,10.410,11.700,2.306,2.899,0.000,12.449,-1.847,30.085,0.000,0.000,10.935
5254500000,608.545,10.402,12.951,-6.754,-0.296,0.006,12.394,-1.720,29.080,0.000,0.000,11.118
5255000000,608.637,10.815,12.927,1.712,-1.211,0.001,12.406,-1.837,31.420,0.000,0.000,10.773
5255500000,608.145,10.239,12.147,-6.092,3.838,0.000,12.393,-1.810,29.063,0.000,0.000,10.709
5256000000,608.031,10.904,12.973,0.054,2.656,0.000,12.440,-1.708,28.870,0.000,0.000,11.282
5256500000,607.858,11.062,12.951,-1.861,3.228,0.005,12.392,-1.631,28.025,0.000,0.000,11.338
5257000000,607.246,10.648,12.272,-3.790,1.590,0.000,12.373,-1.654,28.127,0.000,0.000,10.721
5257500000,605.879,10.072,12.700,-8.598,0.496,0.017,12.403,-1.703,28.423,0.000,0.000,11.168
5258000000,606.329,10.241,12.197,-3.361,2.752,0.018,12.392,-1.790,30.392,0.000,0.000,11.100
5258500000,606.313,10.892,12.812,10.012,4.622,0.000,12.422,-1.664,28.410,0.000,0.000,11.148
5259000000,606.073,10.297,13.426,5.077,2.806,0.000,12.383,-1.740,29.123,0.000,0.000,11.016
5259500000,605.437,10.231,12.037,10.727,2.117,0.000,12.417,-1.678,28.861,0.000,0.000,11.167
5260000000,604.924,10.928,12.641,5.976,1.251,0.013,12.412,-1.818,30.416,0.000,0.000,10.639
5260500000,604.144,10.651,12.881,1.093,1.001,0.006,12.402,-1.610,28.729,0.000,0.000,10.901
5261000000,603.582,10.383,12.842,1.291,3.380,0.000,12.384,-1.695,28.453,0.000,0.000,11.433
5261500000,603.870,10.849,12.737,-2.172,0.902,0.017,12.403,-1.725,29.429,0.000,0.000,11.277
5262000000,603.831,11.016,13.179,9.573,0.110,0.000,12.393,-1.659,29.288,0.000,0.000,10.930
5262500000,604.461,10.674,12.929,7.586,0.427,0.000,12.400,-1.687,29.031,0.000,0.000,10.910
5263000000,602.598,10.741,13.219,-0.988,1.969,0.000,12.379,-1.898,30.415,0.000,0.000,10.937
5263500000,603.550,10.587,12.579,3.810,1.337,0.016,12.405,-1.800,29.657,0.000,0.000,11.274
5264000000,602.864,10.463,12.727,3.025,1.514,0.021,12.422,-1.628,28.555,0.000,0.000,11.625
5264500000,602.256,10.649,12.120,-7.927,1.852,0.011,12.446,-1.796,29.490,0.000,0.000,11.679
5265000000,602.576,10.504,11.738,-5.630,2.980,0.020,12.427,-1.782,30.037,0.000,0.000,11.140
5265500000,601.730,10.730,12.384,0.447,1.841,0.000,12.441,-1.747,28.895,0.000,0.000,11.418
5266000000,601.935,10.493,12.433,8.242,2.476,0.006,12.383,-1.714,30.391,0.000,0.000,11.395
5266500000,601.262,9.974,12.828,10.573,1.117,0.005,12.412,-1.474,26.581,0.000,0.000,11.158
5267000000,601.566,10.483,12.305,-8.712,2.502,0.000,12.398,-1.793,30.437,0.000,0.000,11.039
5267500000,600.736,10.286,12.527,-4.839,0.113,0.009,12.372,-1.793,30.679,0.000,0.000,11.636
5268000000,600.345,10.531,13.022,5.712,1.429,0.000,12.423,-1.695,29.819,0.000,0.000,11.526
5268500000,599.854,10.441,12.903,5.495,0.149,0.000,12.406,-1.758,29.249,0.000,0.000,11.544
5269000000,600.112,10.474,12.409,-5.410,3.004,0.000,12.386,-1.608,28.479,0.000,0.000,11.324
5269500000,600.192,10.251,12.886,-0.926,1.236,0.003,12.404,-1.808,29.307,0.000,0.000,11.639
5270000000,600.021,10.020,12.687,0.396,1.604,0.000,12.416,-1.827,29.795,0.000,0.000,10.892
5270500000,599.505,10.315,12.963,1.959,3.850,0.002,12.359,-1.784,29.849,0.000,0.000,10.979
5271000000,598.963,10.505,12.505,-4.780,1.251,0.000,12.438,-1.697,27.321,0.000,0.000,10.753
5271500000,598.925,10.188,12.101,-1.334,3.086,0.000,12.409,-1.745,29.943,0.000,0.000,11.594
5272000000,598.022,10.352,12.354,-3.245,0.752,0.002,12.412,-1.825,30.859,0.000,0.000,11.419
5272500000,598.784,10.134,12.741,-12.776,0.107,0.015,12.401,-1.496,26.602,0.000,0.000,10.333
5273000000,597.801,10.867,11.831,-3.481,-0.767,0.006,12.424,-1.704,28.419,0.000,0.000,11.017
5273500000,597.752,9.989,13.632,5.596,0.216,0.004,12.439,-1.649,28.957,0.000,0.000,11.495
5274000000,598.279,10.453,11.691,3.736,2.089,0.014,12.372,-1.926,31.137,0.000,0.000,10.967
5274500000,597.853,10.334,12.355,-0.063,-0.069,0.007,12.401,-1.774,30.253,0.000,0.000,11.118
5275000000,597.616,10.365,13.031,0.908,5.811,0.005,12.419,-1.816,29.183,0.000,0.000,10.905
5275500000,597.428,9.991,13.063,-5.508,4.001,0.009,12.415,-1.615,27.653,0.000,0.000,11.160
5276000000,597.118,10.423,12.812,-4.688,0.353,0.000,12.383,-1.593,27.396,0.000,0.000,11.404
5276500000,597.593,10.521,13.675,6.586,2.372,0.005,12.426,-1.732,29.537,0.000,0.000,11.299
5277000000,596.508,10.417,13.379,-1.166,1.666,0.008,12.381,-1.887,30.488,0.000,0.000,10.986
5277500000,596.026,10.366,12.561,9.255,4.341,0.005,12.390,-1.635,29.505,0.000,0.000,11.265
5278000000,595.428,10.270,13.063,5.291,2.656,0.000,12.408,-1.763,29.423,0.000,0.000,11.046
5278500000,595.349,10.772,11.995,8.287,3.212,0.000,12.392,-1.661,28.101,0.000,0.000,11.488
5279000000,595.434,10.136,12.422,-7.546,3.356,0.000,12.406,-1.721,29.479,0.000,0.000,10.862
5279500000,595.836,10.456,12.201,-2.319,0.356,0.000,12.404,-1.792,29.965,0.000,0.000,11.047
5280000000,595.771,10.589,12.900,-2.416,-0.318,0.000,12.414,-1.779,29.574,0.000,0.000,10.740
5280500000,595.933,10.673,12.711,-6.585,2.678,0.001,12.332,-1.893,30.498,0.000,0.000,10.860
5281000000,595.225,10.869,13.191,-10.820,1.178,0.000,12.403,-1.576,27.290,0.000,0.000,11.348
5281500000,595.290,10.898,12.648,-3.895,2.572,0.010,12.420,-1.595,27.380,0.000,0.000,11.109
5282000000,595.153,10.492,12.129,-12.483,4.758,0.013,12.376,-1.555,27.685,0.000,0.000,11.109
5282500000,594.175,10.675,11.635,2.485,0.899,0.000,12.393,-1.778,29.119,0.000,0.000,11.120
5283000000,594.186,11.240,13.193,0.245,2.029,0.009,12.386,-1.733,29.616,0.000,0.000,10.978
5283500000,593.712,10.655,13.041,-13.684,1.704,0.000,12.400,-1.691,28.480,0.000,0.000,11.612
5284000000,594.082,10.800,12.731,2.730,-1.253,0.000,12.340,-1.905,30.230,0.000,0.000,11.404
5284500000,593.241,10.839,13.395,-11.759,1.994,0.000,12.406,-1.783,29.393,0.000,0.000,10.673
5285000000,593.743,10.400,12.085,2.218,1.163,0.000,12.387,-1.794,29.797,0.000,0.000,10.970
5285500000,593.255,10.440,12.641,11.536,1.849,0.002,12.405,-1.737,30.265,0.000,0.000,11.059
5286000000,593.177,10.603,12.128,0.862,1.934,0.000,12.387,-1.569,27.432,0.000,0.000,10.907
5286500000,593.342,10.406,12.008,6.962,4.171,0.016,12.402,-1.691,29.174,0.000,0.000,10.765
5287000000,592.711,10.623,12.143,7.262,3.140,0.000,12.429,-1.698,29.767,0.000,0.000,10.904
5287500000,592.909,10.508,11.849,-1.754,2.423,0.007,12.397,-1.634,28.145,0.000,0.000,11.126
5288000000,592.763,10.633,12.250,-3.447,0.860,0.000,12.355,-1.880,30.349,0.000,0.000,11.551
5288500000,592.515,10.367,12.297,-4.340,1.303,0.000,12.412,-1.560,27.685,0.000,0.000,11.097
5289000000,592.008,10.829,12.623,-3.155,2.191,0.000,12.404,-1.516,26.967,0.000,0.000,11.000
5289500000,592.452,10.567,12.701,12.840,0.313,0.000,12.402,-1.961,31.235,0.000,0.000,11.110
5290000000,592.109,10.471,13.535,4.043,1.176,0.017,12.412,-1.664,27.905,0.000,0.000,10.862
5290500000,591.858,10.647,12.933,2.349,2.773,0.005,12.427,-1.746,29.694,0.000,0.000,11.196
5291000000,591.386,10.588,11.538,5.227,-0.777,0.009,12.414,-1.746,29.337,0.000,0.000,11.275
5291500000,591.560,10.224,13.120,5.283,1.640,0.028,12.375,-1.637,29.066,0.000,0.000,11.207
5292000000,591.076,10.127,12.381,-2.767,0.471,0.000,12.418,-1.559,27.940,0.000,0.000,12.000
5292500000,591.186,10.415,12.099,4.589,1.526,0.000,12.407,-1.776,29.637,0.000,0.000,10.962
5293000000,591.679,10.425,13.475,-1.281,-1.039,0.002,12.356,-1.597,28.176,0.000,0.000,11.043
5293500000,591.191,10.399,13.233,-4.625,-0.056,0.000,12.391,-1.725,29.649,0.000,0.000,10.648
5294000000,590.588,10.686,13.687,-0.879,1.686,0.001,12.394,-1.697,28.926,0.000,0.000,11.586
5294500000,591.063,10.622,12.657,-1.528,3.070,0.000,12.384,-1.520,26.375,0.000,0.000,11.233
5295000000,590.019,10.272,11.788,5.835,2.046,0.008,12.390,-1.773,30.842,0.000,0.000,11.303
5295500000,590.462,10.505,13.536,-0.787,1.994,0.003,12.426,-1.850,31.046,0.000,0.000,11.094
5296000000,589.984,9.885,12.846,1.665,2.534,0.009,12.399,-1.657,28.570,0.000,0.000,11.120
5296500000,589.998,10.872,13.169,2.698,4.069,0.000,12.385,-1.577,27.873,0.000,0.000,11.059
5297000000,590.383,10.170,12.236,-3.093,2.403,0.000,12.412,-1.743,29.418,0.000,0.000,10.579
5297500000,589.882,10.042,12.515,1.045,2.847,0.000,12.369,-1.707,29.526,0.000,0.000,11.401
5298000000,589.462,10.396,12.256,7.740,0.275,0.000,12.399,-1.671,28.957,0.000,0.000,10.689
5298500000,589.976,10.666,13.137,1.150,3.953,0.000,12.429,-1.735,29.463,0.000,0.000,11.124
5299000000,589.949,10.372,12.829,2.730,2.185,0.000,12.379,-1.826,30.479,0.000,0.000,11.195
5299500000,589.656,10.528,13.053,5.212,2.651,0.000,12.394,-1.802,29.838,0.000,0.000,11.251
5300000000,588.832,10.313,12.967,-4.464,2.843,0.000,12.409,-1.706,29.227,0.000,0.000,10.859
5300500000,589.161,10.237,12.878,-3.436,2.163,0.000,12.408,-1.718,29.345,0.000,0.000,11.031
5301000000,588.969,10.179,12.059,4.608,2.574,0.000,12.385,-1.595,27.792,0.000,0.000,10.918
5301500000,588.760,10.827,11.853,12.038,3.715,0.000,12.409,-1.787,30.111,0.000,0.000,11.332
5302000000,588.000,10.353,12.772,12.370,3.788,0.005,12.448,-1.769,30.402,0.000,0.000,11.403
5302500000,588.631,10.519,12.603,11.810,3.894,0.007,12.392,-1.954,31.329,0.000,0.000,11.362
5303000000,587.806,10.424,11.886,11.218,2.283,0.012,12.430,-1.664,29.747,0.000,0.000,11.222
5303500000,588.095,10.627,12.983,-4.060,-0.098,0.013,12.405,-1.858,29.850,0.000,0.000,11.010
5304000000,588.233,10.334,12.141,5.905,0.500,0.016,12.419,-1.734,28.859,0.000,0.000,11.125
5304500000,587.478,10.683,12.172,-5.855,1.183,0.000,12.386,-1.682,28.703,0.000,0.000,11.257
5305000000,586.697,10.698,13.523,13.373,1.647,0.000,12.423,-1.676,29.521,0.000,0.000,10.925
5305500000,587.538,10.673,12.652,-4.368,1.774,0.000,12.414,-1.709,30.897,0.000,0.000,10.594
5306000000,587.626,10.754,13.035,-13.000,5.996,0.013,12.395,-1.761,28.808,0.000,0.000,11.353
5306500000,586.898,10.553,11.868,-4.538,1.077,0.007,12.350,-1.893,31.609,0.000,0.000,11.438
5307000000,587.098,10.684,13.271,-6.329,2.666,0.000,12.407,-1.717,29.050,0.000,0.000,11.295
5307500000,586.961,10.873,11.368,0.487,2.443,0.000,12.372,-1.890,32.219,0.000,0.000,11.103
5308000000,586.638,10.902,14.174,1.362,1.628,0.001,12.350,-1.709,28.602,0.000,0.000,11.332
5308500000,587.258,11.001,13.381,-3.853,1.070,0.000,12.399,-1.406,26.699,0.000,0.000,10.974
5309000000,586.714,10.681,12.864,-7.726,1.142,0.000,12.431,-1.830,29.810,0.000,0.000,11.624
5309500000,587.183,10.614,11.864,-4.353,1.701,0.005,12.401,-1.713,29.335,0.000,0.000,10.830
5310000000,586.430,10.465,12.907,-4.305,1.629,0.001,12.377,-1.647,27.218,0.000,0.000,11.068
5310500000,585.686,10.974,12.350,-2.818,1.075,0.000,12.419,-1.904,31.212,0.000,0.000,11.552
5311000000,586.550,10.748,11.906,1.790,1.428,0.015,12.395,-1.681,28.715,0.000,0.000,11.441
5311500000,585.563,10.910,13.457,20.330,1.685,0.000,12.357,-1.626,29.470,0.000,0.000,11.214
5312000000,586.122,10.501,12.558,-0.857,2.480,0.009,12.414,-1.792,29.972,0.000,0.000,11.932
5312500000,585.777,10.165,13.364,0.355,1.926,0.015,12.433,-1.727,28.891,0.000,0.000,11.503
5313000000,585.234,10.266,12.473,4.186,3.370,0.000,12.424,-1.841,30.546,0.000,0.000,11.470
5313500000,585.294,10.236,11.380,4.324,-0.466,0.000,12.401,-1.721,28.727,0.000,0.000,11.275
5314000000,585.520,10.562,12.736,1.265,1.689,0.008,12.375,-1.699,29.514,0.000,0.000,11.453
5314500000,585.483,10.274,12.664,-1.766,0.581,0.014,12.415,-1.897,31.168,0.000,0.000,10.530
5315000000,585.609,10.244,12.900,-1.492,-0.730,0.016,12.390,-1.651,28.670,0.000,0.000,11.301
5315500000,585.175,10.613,12.593,-4.165,1.698,0.005,12.387,-1.848,30.852,0.000,0.000,11.418
5316000000,584.221,10.435,12.471,5.400,5.648,0.012,12.375,-1.935,31.035,0.000,0.000,11.532
5316500000,584.422,10.514,12.748,-4.584,4.169,0.007,12.398,-2.019,32.151,0.000,0.000,11.107
5317000000,584.325,10.682,12.293,-5.919,0.464,0.008,12.415,-1.646,28.359,0.000,0.000,10.954
5317500000,584.001,10.074,12.305,3.321,0.639,0.000,12.392,-1.749,29.366,0.000,0.000,10.970
5318000000,584.382,10.336,12.732,-0.871,0.106,0.000,12.380,-1.875,31.164,0.000,0.000,11.403
5318500000,584.327,10.536,12.184,3.059,1.316,0.001,12.399,-1.803,28.946,0.000,0.000,11.573
5319000000,584.059,10.412,12.286,18.121,0.179,0.010,12.423,-1.725,29.345,0.000,0.000,10.747
5319500000,583.155,10.935,12.761,-1.355,1.671,0.000,12.411,-1.946,31.602,0.000,0.000,11.212
5320000000,583.722,10.333,12.033,-0.411,2.183,0.001,12.424,-1.670,28.090,0.000,0.000,10.511
5320500000,583.334,10.585,12.630,14.034,2.545,0.000,12.388,-1.781,28.846,0.000,0.000,11.032
5321000000,583.034,10.165,12.653,-4.684,4.493,0.000,12.403,-1.777,30.118,0.000,0.000,11.202
5321500000,583.271,10.491,12.642,-7.388,2.659,0.000,12.366,-1.749,29.112,0.000,0.000,10.469
5322000000,582.938,10.596,13.333,-4.815,2.971,0.000,12.417,-1.669,28.745,0.000,0.000,11.351
5322500000,583.016,10.370,12.791,2.549,4.247,0.013,12.374,-1.806,30.172,0.000,0.000,10.808
5323000000,582.663,10.221,12.470,1.209,-1.321,0.000,12.378,-1.737,29.344,0.000,0.000,11.008
5323500000,582.461,10.538,12.424,4.451,1.564,0.018,12.411,-1.548,27.532,0.000,0.000,11.771
5324000000,582.292,10.243,12.468,-0.086,-0.934,0.010,12.387,-1.646,28.386,0.000,0.000,10.975
5324500000,582.191,10.673,11.228,-2.849,2.395,0.012,12.430,-1.631,28.977,0.000,0.000,11.657
5325000000,582.340,10.599,12.339,9.782,1.929,0.000,12.396,-1.675,28.796,0.000,0.000,10.825
5325500000,582.051,10.354,13.123,-0.197,1.742,0.000,12.414,-1.738,30.485,0.000,0.000,10.187
5326000000,581.738,10.390,12.385,1.940,1.081,0.001,12.393,-1.730,29.167,0.000,0.000,11.610
5326500000,581.278,10.528,12.591,17.282,1.251,0.002,12.386,-1.780,28.939,0.000,0.000,10.907
5327000000,581.482,10.535,12.884,5.701,3.649,0.000,12.416,-1.877,30.666,0.000,0.000,11.232
5327500000,581.851,10.573,11.937,1.204,3.088,0.000,12.421,-1.683,28.910,0.000,0.000,11.196
5328000000,580.965,10.285,12.824,1.876,0.509,0.008,12.359,-1.777,29.737,0.000,0.000,10.825
5328500000,581.395,10.302,12.244,-7.190,4.273,0.005,12.370,-1.694,29.280,0.000,0.000,11.155
5329000000,580.582,10.921,13.269,-4.837,2.885,0.009,12.413,-1.830,29.181,0.000,0.000,11.228
5329500000,581.188,10.817,12.692,0.177,0.196,0.000,12.400,-1.778,29.899,0.000,0.000,11.455
5330000000,580.311,10.785,13.062,-11.825,3.270,0.002,12.406,-1.869,30.622,0.000,0.000,11.139
5330500000,580.401,10.725,12.556,-9.098,3.894,0.000,12.409,-1.939,31.456,0.000,0.000,11.082
5331000000,580.140,10.299,12.903,7.540,1.539,0.009,12.413,-1.710,29.172,0.000,0.000,11.148
5331500000,579.578,10.800,12.189,-7.927,3.497,0.000,12.402,-1.582,27.871,0.000,0.000,11.677
5332000000,580.256,10.955,13.086,3.370,0.716,0.022,12.377,-1.824,30.260,0.000,0.000,11.086
5332500000,579.798,10.497,12.947,-3.069,1.595,0.000,12.441,-1.662,29.595,0.000,0.000,10.824
5333000000,579.771,10.763,11.911,-0.064,0.042,0.000,12.420,-1.773,29.257,0.000,0.000,11.079
5333500000,579.443,10.652,12.028,3.033,2.200,0.010,12.433,-1.644,28.443,0.000,0.000,11.829
5334000000,578.839,10.686,12.585,-1.978,4.283,0.000,12.437,-1.612,29.040,0.000,0.000,11.186
5334500000,578.561,10.571,13.315,-5.151,2.807,0.000,12.393,-1.711,29.578,0.000,0.000,11.331
5335000000,579.231,10.739,12.783,1.684,3.905,0.005,12.425,-1.682,28.497,0.000,0.000,11.435
5335500000,578.574,10.390,11.791,13.497,-1.188,0.000,12.423,-1.641,28.254,0.000,0.000,11.130
5336000000,578.231,10.643,13.133,4.340,1.388,0.000,12.374,-1.529,27.274,0.000,0.000,11.259
5336500000,578.429,10.390,12.821,2.641,3.318,0.000,12.428,-1.707,29.206,0.000,0.000,11.424
5337000000,578.397,10.207,12.431,17.057,1.985,0.005,12.374,-1.758,29.546,0.000,0.000,11.204
5337500000,578.036,10.574,12.406,3.773,1.793,0.000,12.390,-1.784,29.880,0.000,0.000,11.400
5338000000,577.668,10.344,12.452,0.910,3.393,0.017,12.414,-1.769,28.899,0.000,0.000,11.507
5338500000,578.119,10.844,13.106,7.392,2.033,0.009,12.422,-1.785,29.673,0.000,0.000,10.903
5339000000,577.282,10.338,12.388,7.167,0.664,0.011,12.399,-1.842,29.941,0.000,0.000,11.471
5339500000,576.725,10.459,12.144,2.365,1.944,0.008,12.435,-1.742,29.975,0.000,0.000,11.444
5340000000,576.886,10.493,13.072,-2.820,0.392,0.002,12.393,-1.549,28.794,0.000,0.000,11.077
5340500000,576.876,10.361,12.396,-3.302,0.546,0.000,12.396,-1.556,27.259,0.000,0.000,10.796
5341000000,575.875,10.472,12.816,-2.399,1.869,0.000,12.427,-1.688,28.781,0.000,0.000,11.370
5341500000,576.128,10.307,12.855,-2.343,4.531,0.013,12.404,-1.657,28.494,0.000,0.000,11.335
5342000000,575.807,10.107,13.023,2.959,2.882,0.002,12.420,-1.745,29.383,0.000,0.000,11.298
5342500000,575.675,10.382,13.030,-6.953,-2.043,0.000,12.429,-1.703,28.848,0.000,0.000,11.367
5343000000,575.308,9.989,13.914,-4.953,2.945,0.005,12.418,-1.776,29.302,0.000,0.000,11.608
5343500000,574.921,10.030,13.534,-2.539,2.123,0.017,12.389,-1.782,29.080,0.000,0.000,11.107
5344000000,574.607,10.196,13.601,-8.543,2.236,0.009,12.393,-1.797,30.278,0.000,0.000,11.345
5344500000,574.569,10.145,12.840,9.174,3.023,0.005,12.408,-1.532,26.319,0.000,0.000,10.823
5345000000,574.740,10.204,13.364,2.460,2.195,0.000,12.384,-1.717,28.710,0.000,0.000,11.338
5345500000,574.367,10.270,12.306,-3.385,0.641,0.000,12.440,-1.733,30.311,0.000,0.000,10.884
5346000000,573.231,10.342,12.364,6.289,4.377,0.000,12.419,-1.662,28.862,0.000,0.000,11.248
5346500000,573.377,10.424,13.191,-0.470,5.180,0.000,12.437,-1.625,29.093,0.000,0.000,11.185
5347000000,573.081,10.272,13.460,-8.252,3.836,0.005,12.402,-1.766,29.597,0.000,0.000,10.997
5347500000,573.369,10.672,13.185,12.303,0.358,0.000,12.413,-1.663,28.078,0.000,0.000,10.843
5348000000,573.467,10.366,12.341,1.174,1.576,0.000,12.404,-1.762,29.837,0.000,0.000,11.523
5348500000,572.708,10.136,12.521,-1.109,1.473,0.015,12.410,-1.822,30.811,0.000,0.000,11.038
5349000000,572.141,10.849,13.009,2.222,-2.162,0.010,12.411,-1.932,31.797,0.000,0.000,11.196
5349500000,572.118,10.667,12.488,6.218,-0.700,0.021,12.391,-1.695,29.288,0.000,0.000,11.209
